4	0
45	1
56	1
58	1
69	1
80	1
110	2
158	3
199	4
210	4
8	0
19	0
30	0
108	2
162	3
173	3
82	1
112	2
123	2
201	4
21	0
86	1
175	3
216	4
227	4
36	0
125	2
88	1
75	1
129	2
229	4
48	1
38	0
233	4
141	3
152	3
193	4
102	2
191	4
0	0
11	0
65	1
76	1
154	3
165	3
195	4
206	4
219	4
15	0
26	0
104	2
115	2
169	3
67	1
54	1
78	1
89	1
119	2
208	4
17	0
28	0
171	3
182	3
212	4
223	4
32	0
43	0
121	2
132	2
186	3
84	1
71	1
136	2
184	3
225	4
236	4
55	1
34	0
144	3
134	2
188	3
5	0
94	2
148	3
138	2
57	1
44	1
68	1
98	2
146	3
198	4
7	0
18	0
72	1
150	3
161	3
172	3
202	4
22	0
100	2
111	2
9	0
50	1
61	1
74	1
85	1
126	2
163	3
204	4
215	4
13	0
24	0
35	0
113	2
167	3
178	3
189	3
39	0
87	1
63	1
117	2
128	2
139	2
217	4
47	1
37	0
91	1
180	3
221	4
232	4
51	1
41	0
140	3
130	2
151	3
1	0
101	2
234	4
53	1
64	1
142	3
153	3
194	4
238	4
3	0
14	0
92	2
157	3
168	3
96	2
106	2
107	2
118	2
196	4
16	0
46	1
81	1
122	2
159	3
170	3
200	4
211	4
222	4
235	4
20	0
31	0
109	2
120	2
174	3
185	3
83	1
59	1
70	1
124	2
135	2
213	4
224	4
33	0
176	3
187	3
228	4
239	4
147	3
137	2
97	2
230	4
60	1
149	3
160	3
190	4
214	4
10	0
99	2
164	3
62	1
49	1
73	1
103	2
114	2
192	4
203	4
12	0
23	0
77	1
155	3
166	3
177	3
207	4
218	4
231	4
27	0
105	2
116	2
127	2
181	3
205	4
25	0
66	1
79	1
90	1
131	2
179	3
209	4
220	4
29	0
40	0
183	3
143	3
133	2
52	1
93	2
42	0
226	4
237	4
2	0
145	3
156	3
197	4
6	0
95	2
